,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Has_Score,GPlatforms
3208,Okami,PS2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93.0,69.0,9.3,327.0,Clover Studio,T,True,Playstation
3210,Crash of the Titans,PSP,2007,Action,Vivendi Games,0.25,0.24,0.0,0.14,0.63,68.0,23.0,7.1,24.0,SuperVillain Studios,E10+,True,Portable
3219,Ghostbusters: The Video Game,X360,2009,Action,Atari,0.43,0.14,0.0,0.06,0.63,79.0,53.0,8.5,125.0,Terminal Reality,T,True,Xbox
3230,LEGO Jurassic World,3DS,2015,Action,Warner Bros. Interactive Entertainment,0.31,0.23,0.03,0.05,0.62,68.0,23.0,7.2,11.0,TT Games,E10+,True,Portable
3236,LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,Disney Interactive Studios,0.29,0.27,0.0,0.06,0.62,71.0,16.0,7.3,20.0,Traveller's Tales,E10+,True,Portable
3240,Viewtiful Joe,GC,2003,Action,Capcom,0.38,0.1,0.12,0.02,0.62,93.0,52.0,8.3,115.0,Clover Studio,T,True,Portable
3250,Mafia III,XOne,2016,Action,Take-Two Interactive,0.28,0.29,0.0,0.05,0.62,67.0,20.0,4.6,274.0,Hangar 13,M,True,Xbox
3256,Prince of Persia: The Forgotten Sands,X360,2010,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,74.0,69.0,7.8,112.0,Ubisoft Montreal,T,True,Xbox
3257,Warriors Orochi 3,PS3,2011,Action,Ubisoft Annecy,0.0,0.04,0.57,0.01,0.62,70.0,17.0,7.9,35.0,Omega Force,T,True,Playstation
3258,Tomb Raider III: Adventures of Lara Croft,PC,1998,Action,Eidos Interactive,0.59,0.03,0.0,0.0,0.62,68.0,23.0,8.2,29.0,Core Design Ltd.,T,True,PC
3269,Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,0.2,0.34,0.0,0.07,0.61,48.0,9.0,4.3,7.0,EA Bright Light,E,True,Portable
3274,SpongeBob's Atlantis SquarePantis,Wii,2007,Action,THQ,0.56,0.0,0.0,0.04,0.61,68.0,23.0,5.5,6.0,THQ,E,True,Nintendo
3277,Samurai Warriors 2,PS2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58.0,26.0,8.8,13.0,Omega Force,T,True,Playstation
3280,Scribblenauts: Unlimited,3DS,2012,Action,Warner Bros. Interactive Entertainment,0.56,0.01,0.0,0.05,0.61,73.0,13.0,7.4,21.0,5TH Cell,E10+,True,Portable
3288,Disney Universe,PS3,2011,Action,Disney Interactive Studios,0.3,0.22,0.0,0.09,0.61,70.0,29.0,6.9,13.0,Eurocom Entertainment Software,E10+,True,Playstation
3311,Harry Potter and the Goblet of Fire,GBA,2005,Action,Electronic Arts,0.44,0.16,0.0,0.01,0.61,71.0,9.0,6.0,8.0,Magic Pockets,E,True,Portable
3313,Dragon Ball Z: Buu's Fury,GBA,2004,Action,Atari,0.44,0.16,0.0,0.01,0.61,62.0,19.0,8.9,39.0,Webfoot Technologies,E,True,Portable
3315,Spider-Man: Mysterio's Menace,GBA,2001,Action,Activision,0.43,0.16,0.0,0.01,0.61,84.0,8.0,8.7,11.0,Vicarious Visions,E,True,Portable
3333,Dead Island: Riptide,PS3,2013,Action,Deep Silver,0.26,0.19,0.07,0.09,0.6,62.0,25.0,5.9,140.0,Techland,M,True,Playstation
3337,Dynasty Warriors 8,PS3,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68.0,26.0,8.5,75.0,Omega Force,T,True,Playstation
3339,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0.0,0.05,0.6,71.0,10.0,7.6,58.0,Avalanche Software,E10+,True,Nintendo
3344,Jaws Unleashed,PS2,2006,Action,THQ,0.5,0.02,0.0,0.08,0.6,52.0,29.0,7.5,39.0,Appaloosa Interactive,M,True,Playstation
3351,The Golden Compass,DS,2007,Action,Sega,0.28,0.25,0.0,0.06,0.6,43.0,7.0,4.9,8.0,Artificial Mind and Movement,E10+,True,Portable
3361,Okami,Wii,2008,Action,Capcom,0.43,0.09,0.04,0.05,0.6,90.0,44.0,8.9,236.0,Ready at Dawn,T,True,Nintendo
3363,LEGO The Hobbit,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0.0,0.09,0.6,72.0,47.0,6.6,88.0,TT Games,E10+,True,Playstation
3388,Dead Space,PC,2008,Action,Electronic Arts,0.0,0.53,0.0,0.06,0.59,86.0,28.0,8.0,1093.0,EA Redwood Shores,M,True,PC
3393,Yakuza 5,PS3,2012,Action,Sega,0.0,0.0,0.59,0.0,0.59,83.0,34.0,8.5,180.0,Ryu ga Gotoku Studios,M,True,Playstation
3404,Assassin's Creed: Brotherhood,PC,2011,Action,Ubisoft,0.15,0.34,0.0,0.1,0.59,88.0,24.0,8.2,1102.0,Ubisoft Montreal,M,True,PC
3408,Silent Hill: Shattered Memories,PS2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77.0,8.0,6.8,82.0,Climax Group,M,True,Playstation
3416,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66.0,5.0,5.9,242.0,Kojima Productions,M,True,Playstation
3419,Ben 10: Alien Force,PSP,2008,Action,Koch Media,0.35,0.13,0.0,0.1,0.59,68.0,23.0,7.7,12.0,Monkey Bar Games,E10+,True,Portable
3420,Naruto: The Broken Bond,X360,2008,Action,Ubisoft,0.24,0.28,0.0,0.06,0.59,80.0,34.0,7.8,46.0,Ubisoft Montreal,T,True,Xbox
3423,Iron Man,Wii,2008,Action,Sega,0.3,0.22,0.0,0.06,0.59,44.0,14.0,7.0,8.0,Artificial Mind and Movement,T,True,Nintendo
3425,Mega Man X7,PS2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58.0,30.0,5.1,38.0,"Valuewave Co.,Ltd.",E,True,Playstation
3435,Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0.34,0.0,0.07,0.58,55.0,50.0,6.4,58.0,Ubisoft Montreal,T,True,Xbox
3436,Top Spin 3,Wii,2008,Action,Take-Two Interactive,0.15,0.37,0.0,0.07,0.58,68.0,18.0,5.7,29.0,Pam Development,E,True,Nintendo
3449,Terminator 3: Rise of the Machines,PS2,2003,Action,Atari,0.28,0.22,0.0,0.07,0.58,38.0,21.0,6.3,23.0,Black Ops Entertainment,T,True,Playstation
3451,Tom Clancy's HAWX,X360,2009,Action,Ubisoft,0.31,0.19,0.02,0.06,0.58,73.0,64.0,7.3,51.0,Ubisoft Romania,T,True,Xbox
3463,Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58,85.0,46.0,8.4,28.0,Ubisoft,M,True,Xbox
3476,Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,Activision,0.32,0.22,0.0,0.04,0.58,77.0,14.0,8.7,32.0,Acquire,M,True,Playstation
3479,Naruto: Uzumaki Chronicles 2,PS2,2006,Action,Namco Bandai Games,0.28,0.22,0.0,0.07,0.58,52.0,22.0,6.9,17.0,Cavia Inc.,T,True,Playstation
3488,Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,Disney Interactive Studios,0.35,0.18,0.0,0.05,0.57,76.0,4.0,8.3,6.0,High Impact Games,E10+,True,Nintendo
3498,Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,Vivendi Games,0.41,0.15,0.0,0.01,0.57,60.0,25.0,7.0,12.0,Vicarious Visions,E,True,Portable
3502,Ben 10: Alien Force,PS2,2008,Action,Koch Media,0.22,0.02,0.0,0.33,0.57,68.0,23.0,5.3,6.0,Monkey Bar Games,E10+,True,Playstation
3503,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.57,82.0,8.0,4.9,62.0,Vicarious Visions,E10+,True,Portable
3511,Iron Man,X360,2008,Action,Sega,0.27,0.24,0.0,0.06,0.57,45.0,43.0,5.9,52.0,Secret Level,T,True,Xbox
3519,Dynasty Warriors 5: Xtreme Legends,PS2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57,57.0,22.0,9.1,26.0,Omega Force,T,True,Playstation
3529,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,DS,2008,Action,THQ,0.52,0.0,0.0,0.04,0.57,68.0,23.0,6.0,5.0,Natsume,E,True,Portable
3534,Pro Evolution Soccer 2012,PSP,2011,Action,Konami Digital Entertainment,0.1,0.11,0.29,0.06,0.57,74.0,4.0,6.3,8.0,Konami,E,True,Portable
3538,Disney Universe,X360,2011,Action,Disney Interactive Studios,0.37,0.14,0.0,0.05,0.57,66.0,31.0,5.3,13.0,Eurocom Entertainment Software,E10+,True,Xbox
3540,Resident Evil Outbreak File #2,PS2,2004,Action,Capcom,0.19,0.15,0.17,0.05,0.57,58.0,35.0,7.7,70.0,Capcom,M,True,Playstation
3541,Top Spin 3,PS3,2008,Action,Take-Two Interactive,0.08,0.36,0.0,0.12,0.57,75.0,36.0,7.5,20.0,Pam Development,E,True,Playstation
3544,Tomb Raider: Anniversary,PSP,2007,Action,Eidos Interactive,0.21,0.22,0.0,0.13,0.57,78.0,32.0,8.2,28.0,Crystal Dynamics,T,True,Portable
3548,Up,Wii,2009,Action,THQ,0.22,0.28,0.0,0.06,0.56,62.0,6.0,8.0,4.0,Asobo Studio,E10+,True,Nintendo
3551,True Crime: Streets of LA,GC,2003,Action,Activision,0.44,0.11,0.0,0.02,0.56,77.0,29.0,7.3,29.0,Exakt,M,True,Portable
3559,The Lord of the Rings: The Return of the King,GBA,2003,Action,Electronic Arts,0.4,0.15,0.0,0.01,0.56,77.0,13.0,8.2,11.0,Griptonite Games,T,True,Portable
3568,Top Spin 3,X360,2008,Action,Take-Two Interactive,0.09,0.4,0.0,0.07,0.56,78.0,47.0,7.6,36.0,Pam Development,E,True,Xbox
3576,Tom Clancy's HAWX,PS3,2009,Action,Ubisoft,0.21,0.22,0.05,0.09,0.56,74.0,35.0,8.1,39.0,Ubisoft Romania,T,True,Playstation
3587,Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56,67.0,22.0,7.8,53.0,Rockstar London,M,True,Playstation
3591,Batman Begins,PS2,2005,Action,Electronic Arts,0.27,0.21,0.0,0.07,0.56,64.0,41.0,7.3,70.0,Eurocom Entertainment Software,T,True,Playstation
3605,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,0.21,0.17,0.09,0.08,0.56,83.0,73.0,8.5,625.0,SCE Japan Studio,T,True,Portable
3606,Quantum Break,XOne,2016,Action,Microsoft Game Studios,0.3,0.2,0.01,0.05,0.56,77.0,106.0,6.8,1659.0,Remedy Entertainment,M,True,Xbox
3608,TMNT,X360,2007,Action,Ubisoft,0.48,0.03,0.0,0.05,0.56,58.0,31.0,6.3,32.0,Ubisoft Montreal,E10+,True,Xbox
3609,Middle-Earth: Shadow of Mordor,PS3,2014,Action,Warner Bros. Interactive Entertainment,0.2,0.26,0.01,0.09,0.56,68.0,23.0,3.4,100.0,Behaviour Interactive,M,True,Playstation
3618,No More Heroes,Wii,2007,Action,Rising Star Games,0.29,0.17,0.04,0.05,0.55,83.0,64.0,8.4,259.0,Grasshopper Manufacture,M,True,Nintendo
3620,God of War: Origins Collection,PS3,2011,Action,Sony Computer Entertainment,0.39,0.08,0.02,0.06,0.55,84.0,58.0,8.4,208.0,Ready at Dawn,M,True,Playstation
3622,Soul Reaver 2,PS2,2001,Action,Eidos Interactive,0.27,0.21,0.0,0.07,0.55,80.0,22.0,8.5,35.0,Crystal Dynamics,M,True,Playstation
3623,Metal Gear Solid 3: Subsistence,PS2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55,94.0,53.0,9.3,439.0,Aspect,M,True,Playstation
3625,Enslaved: Odyssey to the West,PS3,2010,Action,Namco Bandai Games,0.24,0.22,0.01,0.09,0.55,80.0,53.0,7.4,312.0,Ninja Theory,T,True,Playstation
3636,Extermination,PS2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55,67.0,19.0,7.8,19.0,Deep Space,M,True,Playstation
3645,Resident Evil: Revelations 2,PS4,2015,Action,Capcom,0.13,0.24,0.1,0.07,0.55,75.0,30.0,7.7,284.0,Capcom,M,True,Playstation
3647,LEGO Dimensions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.17,0.3,0.0,0.09,0.55,68.0,23.0,6.4,18.0,Omega Force,T,True,Playstation
3652,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.18,0.33,0.0,0.04,0.55,70.0,10.0,3.0,1463.0,"Ubisoft, Ubisoft Montreal",M,True,PC
3657,Assassin's Creed II,PC,2010,Action,Ubisoft,0.01,0.45,0.0,0.09,0.55,86.0,22.0,6.9,1611.0,Ubisoft Montreal,M,True,PC
3680,Iron Man,PS2,2008,Action,Sega,0.36,0.0,0.0,0.19,0.54,47.0,8.0,5.6,15.0,Artificial Mind and Movement,T,True,Playstation
3699,Enslaved: Odyssey to the West,X360,2010,Action,Namco Bandai Games,0.3,0.19,0.0,0.05,0.54,82.0,72.0,7.8,295.0,Ninja Theory,T,True,Xbox
3703,Dynasty Warriors: Gundam 3,PS3,2010,Action,Tecmo Koei,0.11,0.04,0.36,0.02,0.54,58.0,18.0,7.5,20.0,"Omega Force, Koei Tecmo Games",T,True,Playstation
3715,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01,0.54,85.0,42.0,8.9,141.0,Intelligent Systems,T,True,Portable
3730,Phineas and Ferb: Across the 2nd Dimension,DS,2011,Action,Disney Interactive Studios,0.31,0.18,0.0,0.05,0.54,47.0,5.0,7.4,28.0,Altron,E,True,Portable
3738,Harry Potter and the Deathly Hallows - Part 1,Wii,2010,Action,Electronic Arts,0.22,0.27,0.0,0.05,0.54,41.0,8.0,5.0,11.0,Electronic Arts,T,True,Nintendo
3740,The Incredible Hulk: Ultimate Destruction,PS2,2005,Action,Vivendi Games,0.26,0.2,0.0,0.07,0.54,83.0,41.0,8.7,38.0,Radical Entertainment,T,True,Playstation
3748,LEGO Dimensions,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.3,0.18,0.0,0.05,0.53,62.0,5.0,6.5,29.0,Traveller's Tales,E10+,True,Nintendo
3754,Legacy of Kain: Defiance,PS2,2003,Action,Eidos Interactive,0.26,0.2,0.0,0.07,0.53,75.0,34.0,9.3,49.0,Crystal Dynamics,M,True,Playstation
3766,Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.53,62.0,38.0,7.1,46.0,Rockstar Toronto,M,True,Nintendo
3769,The LEGO Movie Videogame,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.13,0.0,0.05,0.53,69.0,18.0,6.9,49.0,TT Games,E10+,True,Xbox
3775,Peter Jackson's King Kong: The Official Game of the Movie,XB,2005,Action,Ubisoft,0.34,0.17,0.0,0.02,0.53,82.0,43.0,8.5,11.0,Ubisoft Montpellier,T,True,Xbox
3779,The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53,59.0,23.0,6.6,10.0,WXP,T,True,Xbox
3789,G-Force,DS,2009,Action,Disney Interactive Studios,0.26,0.21,0.0,0.05,0.53,68.0,23.0,9.0,5.0,Keen Games,E10+,True,Portable
3794,LEGO Dimensions,X360,2015,Action,Warner Bros. Interactive Entertainment,0.26,0.23,0.0,0.04,0.53,68.0,23.0,6.1,18.0,Omega Force,T,True,Xbox
3797,Oni,PS2,2001,Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,69.0,24.0,7.8,22.0,Rockstar Toronto,T,True,Playstation
3799,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008,Action,THQ,0.49,0.0,0.0,0.04,0.53,47.0,5.0,5.4,10.0,Incinerator Games,E,True,Nintendo
3801,How to Train Your Dragon,DS,2010,Action,Activision,0.31,0.17,0.0,0.05,0.53,60.0,8.0,7.4,28.0,Griptonite Games,E10+,True,Portable
3802,The Lord of the Rings: The Two Towers,GC,2002,Action,Electronic Arts,0.41,0.11,0.0,0.01,0.53,82.0,13.0,8.7,23.0,Stormfront Studios,T,True,Portable
3803,Batman: Arkham City,PC,2011,Action,Warner Bros. Interactive Entertainment,0.16,0.28,0.0,0.09,0.53,91.0,27.0,8.6,1847.0,Rocksteady Studios,T,True,PC
3805,The Warriors,PS2,2005,Action,Take-Two Interactive,0.44,0.02,0.0,0.07,0.53,84.0,52.0,8.5,72.0,Rockstar Toronto,M,True,Playstation
3826,The Golden Compass,PS2,2007,Action,Sega,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0,Shiny Entertainment,E10+,True,Playstation
3830,Metal Gear Solid 2: Substance,PS2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9.0,126.0,KCEJ,M,True,Playstation
3833,Guinness World Records: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,0.47,0.01,0.0,0.04,0.52,70.0,4.0,7.4,28.0,TT Fusion,E,True,Portable
3840,LEGO Jurassic World,WiiU,2015,Action,Warner Bros. Interactive Entertainment,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0,TT Games,E10+,True,Nintendo
3845,Rory McIlroy PGA Tour,PS4,2015,Action,Electronic Arts,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0,EA Tiburon,E,True,Playstation
3851,Tomb Raider: Legend,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0,Crystal Dynamics,T,True,Playstation
3853,Silent Hill: Origins,PSP,2007,Action,Konami Digital Entertainment,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0,"Climax Group, Climax Studios",M,True,Portable
3857,The Punisher,PS2,2005,Action,THQ,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0,Volition Inc.,M,True,Playstation
3865,Way of the Samurai 3,PS3,2008,Action,Gamebridge,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0,Acquire,M,True,Playstation
3868,Harry Potter and the Prisoner of Azkaban,GBA,2004,Action,Electronic Arts,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0,Griptonite Games,E,True,Portable
3877,Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19.0,Acquire,M,True,Playstation
3880,Kung Fu Panda,PS3,2008,Action,Activision,0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18.0,"Luxoflux, Inc.",E10+,True,Playstation
3882,Epic Mickey 2: The Power of Two,X360,2012,Action,Disney Interactive Studios,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0,Blitz Games Studios,E,True,Xbox
3888,Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.03,0.08,0.04,0.51,53.0,55.0,6.4,229.0,"Factor 5, SCE/WWS",T,True,Playstation
3902,Ratatouille,PS3,2007,Action,THQ,0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.8,4.0,Heavy Iron Studios,E,True,Playstation
3908,Iron Man,DS,2008,Action,Sega,0.35,0.12,0.0,0.05,0.51,56.0,10.0,7.0,4.0,Artificial Mind and Movement,E10+,True,Portable
3916,Dynasty Warriors,PSP,2004,Action,Tecmo Koei,0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24.0,Koei,T,True,Portable
3929,Silent Hill 4: The Room,PS2,2004,Action,Konami Digital Entertainment,0.25,0.19,0.0,0.06,0.51,76.0,54.0,7.8,191.0,KCET,M,True,Playstation
3936,The Saboteur,X360,2009,Action,Electronic Arts,0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141.0,Pandemic Studios,M,True,Xbox
3937,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004,Action,THQ,0.36,0.13,0.0,0.01,0.5,56.0,4.0,7.4,28.0,Tantalus Interactive,E,True,Portable
3940,Monsters vs. Aliens,DS,2009,Action,Activision,0.33,0.13,0.0,0.05,0.5,47.0,8.0,7.4,28.0,Griptonite Games,E,True,Portable
3943,Bully: Scholarship Edition,Wii,2008,Action,Take-Two Interactive,0.17,0.28,0.0,0.06,0.5,83.0,34.0,8.4,60.0,Rockstar Toronto,T,True,Nintendo
3948,Ratatouille,Wii,2007,Action,THQ,0.43,0.03,0.0,0.04,0.5,62.0,16.0,6.7,12.0,Asobo Studio,E,True,Nintendo
3951,The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7.0,11.0,Blitz Games,T,True,Playstation
3954,Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5,83.0,36.0,8.4,104.0,Io Interactive,M,True,Playstation
3957,Lost: Via Domus,PS3,2008,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,Ubisoft Montreal,T,True,Playstation
3961,Pro Evolution Soccer 2012,X360,2011,Action,Konami Digital Entertainment,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0,Konami,E,True,Xbox
3964,Harry Potter and the Half-Blood Prince,PSP,2009,Action,Electronic Arts,0.18,0.2,0.0,0.12,0.5,68.0,23.0,6.6,9.0,EA Bright Light,E,True,Portable
3985,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Action,THQ,0.24,0.19,0.0,0.06,0.5,65.0,8.0,7.3,8.0,THQ,E,True,Playstation
3993,Shrek SuperSlam,PS2,2005,Action,Activision,0.24,0.19,0.0,0.06,0.5,67.0,21.0,9.0,26.0,Shaba Games,E10+,True,Playstation
3998,Tomb Raider: Anniversary,PS2,2007,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5,68.0,23.0,8.2,29.0,Crystal Dynamics,T,True,Playstation
3999,Fantastic 4,PS2,2005,Action,Activision,0.41,0.01,0.0,0.07,0.5,64.0,42.0,7.8,19.0,7 Studios,T,True,Playstation
4007,Spider-Man 2,DS,2004,Action,Activision,0.41,0.02,0.03,0.04,0.49,61.0,46.0,5.0,6.0,Vicarious Visions,E,True,Portable
4010,Dynasty Warriors: Gundam 2,PS3,2008,Action,Namco Bandai Games,0.09,0.06,0.32,0.03,0.49,54.0,22.0,7.0,28.0,Omega Force,T,True,Playstation
4013,Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49,55.0,57.0,5.5,31.0,Sega,E,True,Portable
4023,The Matrix: Path of Neo,PS2,2005,Action,Atari,0.41,0.01,0.0,0.07,0.49,69.0,42.0,7.9,42.0,Shiny Entertainment,T,True,Playstation
4029,Power Rangers: Dino Thunder,GBA,2003,Action,THQ,0.35,0.13,0.0,0.01,0.49,49.0,5.0,7.4,28.0,Natsume,E,True,Portable
4035,Ace Combat: Assault Horizon,X360,2011,Action,Namco Bandai Games,0.3,0.12,0.03,0.04,0.49,78.0,71.0,6.2,82.0,Project Aces,T,True,Xbox
4038,Scarface: The World is Yours,XB,2006,Action,Vivendi Games,0.37,0.11,0.0,0.02,0.49,76.0,41.0,8.4,46.0,Radical Entertainment,M,True,Xbox
4039,Resident Evil: The Mercenaries 3D,3DS,2011,Action,Capcom,0.16,0.16,0.13,0.03,0.49,65.0,69.0,6.4,110.0,Capcom,M,True,Portable
4049,Middle-Earth: Shadow of Mordor,X360,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.16,0.0,0.04,0.49,68.0,23.0,4.6,77.0,Behaviour Interactive,M,True,Xbox
4061,Pac-Man World 2,XB,2002,Action,Namco Bandai Games,0.36,0.11,0.0,0.02,0.49,66.0,7.0,7.4,28.0,Namco,E,True,Xbox
4068,Steel Diver,3DS,2011,Action,Nintendo,0.31,0.09,0.05,0.03,0.49,58.0,55.0,6.3,29.0,Nintendo,E10+,True,Portable
4073,Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0.0,0.07,0.48,56.0,18.0,6.1,9.0,Amaze Entertainment,E10+,True,Playstation
4077,Far Cry 2,PC,2008,Action,Ubisoft,0.01,0.45,0.0,0.03,0.48,85.0,34.0,5.8,1345.0,Ubisoft Montreal,M,True,PC
4086,Skylanders: SuperChargers,WiiU,2015,Action,Activision,0.25,0.19,0.0,0.04,0.48,87.0,13.0,5.6,65.0,Vicarious Visions,E10+,True,Nintendo
4102,Crash of the Titans,DS,2007,Action,Vivendi Games,0.42,0.02,0.0,0.04,0.48,73.0,8.0,5.9,10.0,Amaze Entertainment,E,True,Portable
4105,Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,0.31,0.12,0.02,0.04,0.48,70.0,64.0,7.0,260.0,Grasshopper Manufacture,M,True,Xbox
4108,The Saboteur,PS3,2009,Action,Electronic Arts,0.2,0.21,0.0,0.07,0.48,72.0,54.0,8.1,118.0,Pandemic Studios,M,True,Playstation
4109,Metal Gear Rising: Revengeance,X360,2013,Action,Konami Digital Entertainment,0.3,0.14,0.0,0.04,0.48,82.0,46.0,7.8,358.0,PlatinumGames,M,True,Xbox
4136,Dynasty Warriors Gundam,PS3,2007,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.47,60.0,29.0,6.9,16.0,"Koei, Omega Force",T,True,Playstation
4147,ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47,90.0,59.0,8.8,328.0,SCE Japan Studio,T,True,Playstation
4148,World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0.0,0.03,0.47,87.0,49.0,5.9,1154.0,Blizzard Entertainment,T,True,PC
4153,FIFA Soccer 13,WiiU,2012,Action,Electronic Arts,0.17,0.27,0.0,0.04,0.47,69.0,28.0,6.2,49.0,Electronic Arts,E,True,Nintendo
4160,Clash of Elementalists,DS,2010,Action,Level 5,0.0,0.0,0.47,0.0,0.47,34.0,4.0,7.4,28.0,Teyon,T,True,Portable
4171,Epic Mickey 2: The Power of Two,PS3,2012,Action,Disney Interactive Studios,0.21,0.18,0.0,0.08,0.47,59.0,36.0,4.3,24.0,Blitz Games Studios,E,True,Playstation
4180,Hamsterz Life,DS,2006,Action,Ubisoft,0.43,0.01,0.0,0.04,0.47,68.0,23.0,9.0,13.0,Digital Kids,E,True,Portable
4183,FlingSmash,Wii,2010,Action,Nintendo,0.37,0.01,0.07,0.02,0.47,48.0,26.0,6.8,13.0,Artoon,E,True,Nintendo
4189,Silent Hill: Shattered Memories,Wii,2009,Action,Konami Digital Entertainment,0.22,0.19,0.01,0.05,0.47,79.0,56.0,8.0,226.0,"Climax Group, Climax Studios",M,True,Nintendo
4192,Spider-Man: Friend or Foe,DS,2007,Action,Activision,0.43,0.0,0.0,0.04,0.47,55.0,12.0,7.4,28.0,Artificial Mind and Movement,E10+,True,Portable
4197,Rise of Nightmares,X360,2011,Action,Sega,0.28,0.13,0.01,0.04,0.47,54.0,56.0,7.8,44.0,Sega,M,True,Xbox
4199,Kong: The 8th Wonder of the World,GBA,2005,Action,Ubisoft,0.33,0.12,0.0,0.01,0.47,59.0,8.0,7.4,28.0,Ubisoft,E10+,True,Portable
4204,Metal Gear Solid: The Twin Snakes,GC,2004,Action,Konami Digital Entertainment,0.3,0.08,0.07,0.01,0.47,85.0,54.0,9.0,142.0,Silicon Knights,M,True,Portable
